,"BJD - 2454833, Corrected Flux"
2843,"2293.364523854, 1.087361098,"
2844,"2293.384955493, 1.096554055,"
2845,"2293.405387032, 1.102404703,"
2846,"2293.425818772, 1.087234146,"
2847,"2293.446250411, 1.089466201,"
2848,"2293.487113691, 1.078681963,"
2849,"2293.507545332, 1.097431250,"
2850,"2293.527976872, 1.089998498,"
2851,"2293.548408613, 1.106977542,"
2852,"2293.568840253, 1.083515119,"
2853,"2293.589271994, 1.092624289,"
2854,"2293.609703536, 1.097663291,"
2855,"2293.630135177, 1.090046160,"
2856,"2293.670998460, 1.097816437,"
2857,"2293.691430102, 1.080754628,"
2858,"2293.732293387, 1.110394027,"
2859,"2293.752725129, 1.081411049,"
2860,"2293.773156772, 1.072523074,"
2861,"2293.793588315, 1.106388444,"
2862,"2293.814020058, 1.095475763,"
2863,"2293.834451701, 1.080334653,"
2864,"2293.854883344, 1.097210971,"
2865,"2293.875314988, 1.097645582,"
2866,"2293.895746632, 1.096171181,"
2867,"2293.916178376, 1.088607346,"
2868,"2293.936609920, 1.088220445,"
2869,"2293.957041564, 1.084042133,"
2870,"2293.977473209, 1.097037314,"
2871,"2293.997904953, 1.096459009,"
2872,"2294.018336498, 1.092455260,"
2873,"2294.038768144, 1.113220423,"
2874,"2294.059199789, 1.099297352,"
2875,"2294.079631434, 1.075448621,"
2876,"2294.100063180, 1.085682313,"
2877,"2294.120494726, 1.087924466,"
2878,"2294.140926472, 1.093684045,"
2879,"2294.161358118, 1.089476921,"
2880,"2294.181789665, 1.105378615,"
2881,"2294.222653058, 1.112049989,"
2882,"2294.243084605, 1.111277850,"
2883,"2294.283948000, 1.091897035,"
2884,"2294.304379747, 1.091850755,"
2885,"2294.324811295, 1.101225746,"
2886,"2294.345242943, 1.104746561,"
2887,"2294.365674691, 1.097361961,"
2888,"2294.386106240, 1.101372215,"
2889,"2294.406537888, 1.105459341,"
2890,"2294.467832835, 1.121897149,"
2891,"2294.488264585, 1.096330676,"
2892,"2294.508696234, 1.096004519,"
2893,"2294.529127884, 1.097733458,"
2894,"2294.549559534, 1.099820641,"
2895,"2294.569991184, 1.103146226,"
2896,"2294.590422834, 1.099682563,"
2897,"2294.610854485, 1.100833112,"
2898,"2294.631286136, 1.087265408,"
2899,"2294.651717787, 1.115492657,"
2900,"2294.672149438, 1.096140678,"
2901,"2294.713012741, 1.094225822,"
2902,"2294.733444392, 1.100946669,"
2903,"2294.753876144, 1.093427896,"
2904,"2294.774307696, 1.085587767,"
2905,"2294.794739349, 1.097944940,"
2906,"2294.815171101, 1.096105094,"
2907,"2294.835602654, 1.101086768,"
2908,"2294.856034407, 1.095844812,"
2909,"2294.876466060, 1.092948795,"
2910,"2294.896897613, 1.081732620,"
2911,"2294.917329367, 1.103697182,"
2912,"2294.958192574, 1.097076836,"
2913,"2294.978624328, 1.132004211,"
2914,"2295.019487537, 1.094595184,"
2915,"2295.039919292, 1.118210787,"
2916,"2295.060350947, 1.096879407,"
2917,"2295.080782702, 1.091444085,"
2918,"2295.101214257, 1.104183687,"
2919,"2295.121645913, 1.090777553,"
2920,"2295.142077669, 1.098319819,"
2921,"2295.162509324, 1.100228577,"
2922,"2295.203372637, 1.083654063,"
2923,"2295.223804293, 1.097016837,"
2924,"2295.244235950, 1.094376505,"
2925,"2295.264667607, 1.099812667,"
2926,"2295.285099264, 1.106417115,"
2927,"2295.305530922, 1.095874861,"
2928,"2295.325962579, 1.091352818,"
2929,"2295.346394137, 1.092586908,"
2930,"2295.366825895, 1.115723299,"
2931,"2295.387257553, 1.096936541,"
2932,"2295.407689311, 1.096165997,"
2933,"2295.448552529, 1.080229504,"
2934,"2295.489415847, 1.108555557,"
2935,"2295.509847506, 1.101756372,"
2936,"2295.530279266, 1.113722200,"
2937,"2295.550710826, 1.103627499,"
2938,"2295.571142486, 1.110120524,"
2939,"2295.591574246, 1.093681245,"
2940,"2295.612005807, 1.090872544,"
2941,"2295.632437567, 1.093740982,"
2942,"2295.652869228, 1.076756581,"
2943,"2295.693732550, 1.111667754,"
2944,"2295.714164212, 1.104878929,"
2945,"2295.734595874, 1.095434069,"
2946,"2295.755027536, 1.088937610,"
2947,"2295.775459198, 1.109866842,"
2948,"2295.795890960, 1.093462468,"
2949,"2295.816322522, 1.098323902,"
2950,"2295.836754185, 1.100884416,"
2951,"2295.857185948, 1.106089319,"
2952,"2295.877617611, 1.095095538,"
2953,"2295.898049175, 1.119364639,"
2954,"2295.938912602, 1.080141766,"
2955,"2295.959344166, 1.076600491,"
2956,"2295.979775930, 1.101281319,"
2957,"2296.000207595, 1.095309734,"
2958,"2296.020639259, 1.090378009,"
2959,"2296.061502589, 1.095562318,"
2960,"2296.081934255, 1.095089721,"
2961,"2296.102365920, 1.091420574,"
2962,"2296.122797486, 1.098723762,"
2963,"2296.143229252, 1.096621940,"
2964,"2296.184092684, 1.095189231,"
2965,"2296.204524251, 1.111110458,"
2966,"2296.224955918, 1.105401909,"
2967,"2296.245387685, 1.085556560,"
2968,"2296.265819252, 1.096918805,"
2969,"2296.286250919, 1.088571342,"
2970,"2296.327114255, 1.087375383,"
2971,"2296.347546023, 1.100144430,"
2972,"2296.367977691, 1.089333962,"
2973,"2296.388409360, 1.094862017,"
2974,"2296.429272697, 1.103465911,"
2975,"2296.449704366, 1.105146229,"
2976,"2296.470136036, 1.095598192,"
2977,"2296.490567705, 1.121457715,"
2978,"2296.510999375, 1.085828998,"
2979,"2296.531431145, 1.119202130,"
2980,"2296.551862716, 1.103071193,"
2981,"2296.572294486, 1.086792156,"
2982,"2296.592726157, 1.100429001,"
2983,"2296.613157728, 1.109973010,"
2984,"2296.633589499, 1.091116301,"
2985,"2296.654021170, 1.097418650,"
2986,"2296.674452742, 1.098006311,"
2987,"2296.694884513, 1.104055399,"
2988,"2296.715316085, 1.101997042,"
2989,"2296.735747858, 1.080658885,"
2990,"2296.776611103, 1.093620839,"
2991,"2296.797042876, 1.090180827,"
2992,"2296.817474549, 1.100097602,"
2993,"2296.837906122, 1.107149468,"
2994,"2296.858337896, 1.105604381,"
2995,"2296.878769569, 1.089627768,"
2996,"2296.919632918, 1.120766681,"
2997,"2296.940064592, 1.099431730,"
2998,"2296.960496367, 1.104400261,"
2999,"2296.980927941, 1.085692153,"
3000,"2297.001359617, 1.092442168,"
3001,"2297.021791392, 1.131723532,"
3002,"2297.042223067, 1.119562732,"
3003,"2297.062654643, 1.105166903,"
3004,"2297.083086419, 1.088728859,"
3005,"2297.103518095, 1.109319090,"
3006,"2297.123949772, 1.112008465,"
3007,"2297.164813125, 1.080446925,"
3008,"2297.185244903, 1.079260869,"
3009,"2297.205676480, 1.096818188,"
3010,"2297.226108158, 1.098975784,"
3011,"2297.246539935, 1.103364245,"
3012,"2297.266971513, 1.094559832,"
3013,"2297.287403292, 1.098126891,"
3014,"2297.307834970, 1.102831903,"
3015,"2297.328266549, 1.097894965,"
3016,"2297.348698328, 1.116177799,"
3017,"2297.369129907, 1.108082789,"
3018,"2297.409993366, 1.095695329,"
3019,"2297.430424946, 1.104039597,"
3020,"2297.450856626, 1.076761130,"
3021,"2297.471288406, 1.108663270,"
3022,"2297.491719987, 1.130425019,"
3023,"2297.512151767, 1.074784646,"
3024,"2297.532583448, 1.089496338,"
3025,"2297.553015130, 1.103346402,"
3026,"2297.573446811, 1.089355438,"
3027,"2297.593878493, 1.110588565,"
3028,"2297.614310175, 1.094689531,"
3029,"2297.634741857, 1.102603398,"
3030,"2297.655173539, 1.087768880,"
3031,"2297.675605322, 1.099350662,"
3032,"2297.696036905, 1.092476881,"
3033,"2297.716468588, 1.125400043,"
3034,"2297.736900371, 1.099472813,"
3035,"2297.757332054, 1.107981753,"
3036,"2297.777763638, 1.082951304,"
3037,"2297.798195422, 1.085523169,"
3038,"2297.818627106, 1.100865965,"
3039,"2297.839058691, 1.105709540,"
3040,"2297.859490476, 1.091590807,"
3041,"2297.900353946, 1.100800151,"
3042,"2297.920785531, 1.112688449,"
3043,"2297.941217217, 1.103717914,"
3044,"2297.961649002, 1.096446482,"
3045,"2297.982080588, 1.103929255,"
3046,"2298.002512275, 1.084071740,"
3047,"2298.022943961, 1.103080822,"
3048,"2298.043375648, 1.099979043,"
3049,"2298.063807435, 1.102584698,"
3050,"2298.084239022, 1.092963240,"
3051,"2298.104670710, 1.093089242,"
3052,"2298.145534086, 1.109987482,"
3053,"2298.165965774, 1.085118734,"
3054,"2298.186397562, 1.083436111,"
3055,"2298.206829151, 1.096321776,"
3056,"2298.227260940, 1.117906806,"
3057,"2298.247692629, 1.085776875,"
3058,"2298.268124318, 1.105404867,"
3059,"2298.288556008, 1.099782503,"
3060,"2298.308987698, 1.077685764,"
3061,"2298.349851078, 1.124303559,"
3062,"2298.370282769, 1.116781414,"
3063,"2298.390714460, 1.114322562,"
3064,"2298.411146251, 1.094661930,"
3065,"2298.431577842, 1.102738704,"
3066,"2298.452009634, 1.089526787,"
3067,"2298.472441325, 1.112252917,"
3068,"2298.492872917, 1.110654882,"
3069,"2298.513304709, 1.103601201,"
3070,"2298.533736402, 1.081130064,"
3071,"2298.554167995, 1.093774253,"
3072,"2298.574599788, 1.095513743,"
3073,"2298.595031481, 1.084453124,"
3074,"2298.635894868, 1.110257706,"
3075,"2298.656326562, 1.102209671,"
3076,"2298.676758256, 1.095812838,"
3077,"2298.697189951, 1.094653721,"
3078,"2298.717621645, 1.099990089,"
3079,"2298.738053340, 1.102188373,"
3080,"2298.758485035, 1.095271169,"
3081,"2298.778916831, 1.107300306,"
3082,"2298.799348426, 1.107590183,"
3083,"2298.819780122, 1.090279643,"
3084,"2298.881075211, 1.095279927,"
3085,"2298.901507008, 1.094729613,"
3086,"2298.921938705, 1.096821779,"
3087,"2298.942370302, 1.106323235,"
3088,"2298.962802100, 1.091655456,"
3089,"2298.983233798, 1.090736955,"
3090,"2299.003665496, 1.091092945,"
3091,"2299.024097194, 1.101348667,"
3092,"2299.044528893, 1.095833611,"
3093,"2299.064960692, 1.104512670,"
3094,"2299.085392291, 1.112342252,"
3095,"2299.126255790, 1.096319033,"
3096,"2299.146687389, 1.106609339,"
3097,"2299.167119189, 1.100816716,"
3098,"2299.187550890, 1.106197481,"
3099,"2299.207982490, 1.108998703,"
3100,"2299.228414291, 1.100502921,"
3101,"2299.248845992, 1.102715779,"
3102,"2299.269277593, 1.083714304,"
3103,"2299.289709395, 1.097204741,"
3104,"2299.310141096, 1.076760388,"
3105,"2299.330572799, 1.093078001,"
3106,"2299.371436203, 1.095114656,"
3107,"2299.391867906, 1.100742443,"
3108,"2299.412299609, 1.087780900,"
3109,"2299.432731312, 1.089558108,"
3110,"2299.453163016, 1.114364168,"
3111,"2299.473594720, 1.108311886,"
3112,"2299.494026424, 1.087439801,"
3113,"2299.514458128, 1.104337561,"
3114,"2299.534889833, 1.090230417,"
3115,"2299.555321637, 1.078112328,"
3116,"2299.575753342, 1.092389492,"
3117,"2299.596184947, 1.090638851,"
3118,"2299.616616753, 1.089472805,"
3119,"2299.637048459, 1.099086064,"
